DATE,KEYWORD,COUNT,TITLE,LINK
"Wed, 04 Nov 2020 01:00:00 +0000",Florida,"20,000+",Trump wins swing state Florida in setback for Biden campaign,https://www.theguardian.com/us-news/2020/nov/04/trump-wins-florida-2020-election-biden
"Wed, 04 Nov 2020 00:00:00 +0000",Maradona,"20,000+","Maradona brain surgery &#39;successful&#39;, media team says",https://www.bt.com/sport/news/2020/november/maradona-brain-surgery-successful-media-team-says
"Wed, 04 Nov 2020 06:00:00 +0000",AOC,"20,000+",AOC and her fellow &#39;Squad&#39; members all win re-election to Congress,https://www.theguardian.com/us-news/2020/nov/03/aoc-wins-election-with-squad-ilhan-omar-rashida-tlaib-ayanna-pressley
"Wed, 04 Nov 2020 08:00:00 +0000",BBC news us election,"20,000+",US election 2020: Beer and angst as White House party defies ...,https://www.bbc.co.uk/news/world-us-canada-54808049
"Wed, 04 Nov 2020 02:00:00 +0000",Democratic Party,"20,000+","&#39;We just have a long way to go,&#39; Democratic Party Chair reacts to ...",https://www.wane.com/news/your-local-election-hq/we-just-have-a-long-way-to-go-democratic-party-chair-reacts-to-indiana-race-results/
"Wed, 04 Nov 2020 00:00:00 +0000",Barack Obama,"20,000+",Barack Obama congratulates WWE legend Mick Foley&#39;s son on first ...,https://metro.co.uk/2020/11/03/barack-obama-wwe-mick-foley-dewey-first-vote-us-election-13526310/
"Wed, 04 Nov 2020 08:00:00 +0000",Electoral college map,"20,000+",Electoral college map memes are as funny as they are triggering,https://sea.mashable.com/culture/13081/electoral-college-map-memes-are-as-funny-as-they-are-triggering
"Wed, 04 Nov 2020 10:00:00 +0000",Sarah McBride,"20,000+",US election 2020: Sarah McBride to be first trans state senator,https://www.bbc.co.uk/news/election-us-2020-54806677
"Wed, 04 Nov 2020 15:00:00 +0000",ITV News,"20,000+",US election: The key results we&#39;re still waiting for that will decide ...,https://www.itv.com/news/2020-11-04/why-these-key-states-will-decide-the-next-us-president
"Wed, 04 Nov 2020 06:00:00 +0000",America,"20,000+",America enters the abyss,http://www.politics.co.uk/blogs/2020/11/04/america-enters-the-abyss
"Wed, 04 Nov 2020 07:00:00 +0000",Washington Post,"20,000+",Jarrod Dicker: The brand-publisher relationship is not just about ...,https://www.washingtonpost.com/pr/2020/11/03/jarrod-dicker-brand-publisher-relationship-is-not-just-about-context-its-also-about-consumption/
"Wed, 04 Nov 2020 07:00:00 +0000",USA news,"20,000+",USA&#39;s Weston McKennie: how the Juve starlet leads on and off the ...,https://www.theguardian.com/football/2020/nov/04/weston-mckennie-usa-juventus-schalke
"Wed, 04 Nov 2020 10:00:00 +0000",Bernie Sanders,"20,000+",Bernie Sanders predicted what would happen on election night a ...,https://www.nme.com/news/tv/bernie-sanders-predicted-what-would-happen-on-election-night-a-week-ago-on-jimmy-fallon-2808820
"Wed, 04 Nov 2020 07:00:00 +0000",Trump Biden polls,"20,000+","No winner yet in U.S. election, but Trump claims victory as Biden ...",https://globalnews.ca/news/7440074/us-election-trump-biden-polls/
"Wed, 04 Nov 2020 09:00:00 +0000",Mitch McConnell,"20,000+",Mitch McConnell Wins Seventh Term In The U.S. Senate,https://www.eaglecountryonline.com/news/local-news/mitch-mcconnell-wins-seventh-term-in-the-u-s-senate/
"Thu, 05 Nov 2020 13:00:00 +0000",Elsa Raven,"50,000+",Back to the Future actress Elsa Raven dies,https://www.bbc.co.uk/news/entertainment-arts-54823471
"Thu, 05 Nov 2020 15:00:00 +0000",Greggs,"20,000+",Greggs is bringing back its Christmas treats - the menu in full,https://www.blackpoolgazette.co.uk/lifestyle/christmas/greggs-bringing-back-its-christmas-treats-menu-full-3026217
"Thu, 05 Nov 2020 00:00:00 +0000",Nigel Farage,"20,000+",Nigel Farage lashes out at Piers Morgan AGAIN after furious Donald ...,https://www.express.co.uk/news/uk/1356249/Nigel-Farage-Piers-Morgan-Donald-Trump-GMB-news-us-election-update-today-vn
"Thu, 05 Nov 2020 13:00:00 +0000",Support bubble,"10,000+",What is a support bubble? Rules for childcare and meeting others as ...,https://www.yorkshireeveningpost.co.uk/health/what-support-bubble-rules-childcare-and-meeting-others-england-enters-second-national-lockdown-3026470
"Thu, 05 Nov 2020 12:00:00 +0000",Captain Sir Tom Moore,"10,000+","Coronavirus: This time, Captain Sir Tom Moore wants YOU to do the ...",https://news.sky.com/story/coronavirus-lets-try-not-to-get-downhearted-captain-sir-tom-moore-boosts-morale-as-new-lockdown-begins-12124120
"Thu, 05 Nov 2020 17:00:00 +0000",Ludogorets vs Tottenham,"10,000+",Ludogorets vs Tottenham: Europa League - LIVE!,https://www.standard.co.uk/sport/football/ludogorets-vs-tottenham-live-stream-online-europa-league-2020-score-team-news-prediction-tv-b49424.html
"Thu, 05 Nov 2020 02:00:00 +0000",John McCain,"10,000+",Razing Arizona: Trump faces McCain&#39;s sun belt revenge,https://www.smh.com.au/world/north-america/trump-faces-mccain-s-sun-belt-revenge-20201105-p56byh.html
