S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
14,"Fri, 23 Oct 2020 11:00:00 +0100",Atedo Peterside,"5,000+",Atedo Peterside on #EndSARS violence: 5% using divide and rule ...,https://www.thecable.ng/atedo-peterside-on-endsars-violence-5-using-divide-and-rule-to-control-95-of-nigerians
15,"Fri, 23 Oct 2020 12:00:00 +0100",Akwa Ibom news,"5,000+",#EndSARS: PDP ward leader killed in Akwa Ibom,https://www.premiumtimesng.com/regional/south-south-regional/422800-endsars-pdp-ward-leader-killed-in-akwa-ibom.html
16,"Fri, 23 Oct 2020 20:00:00 +0100",Lekki toll gate Lagos Nigeria,"5,000+",#EndSARS &amp; simple explainer of wetin dey happun for Nigeria ...,https://www.bbc.com/pidgin/media-54663776
17,"Fri, 23 Oct 2020 23:00:00 +0100",Major Lazer Music Is The Weapon,"2,000+",LISTEN: Major Lazer&#39;s Fourth Album &quot;Music Is The Weapon&quot; Has ...,https://runthetrap.com/2020/10/23/listen-major-lazers-fourth-album-music-is-the-weapon-has-arrived/
18,"Fri, 23 Oct 2020 07:00:00 +0100",Delta state curfew,"2,000+",Delta state goment declare 48 hours curfew afta hoodlums attack ...,https://www.bbc.com/pidgin/tori-54635032
19,"Thu, 22 Oct 2020 17:00:00 +0100",Buhari speech today,"100,000+",President Buhari to address Nigerians by 7pm,https://nairametrics.com/2020/10/22/president-buhari-to-address-nigerians-by-7pm/
20,"Thu, 22 Oct 2020 15:00:00 +0100",Rapid Wien vs Arsenal,"50,000+","Rapid Vienna vs Arsenal Betting Tips: Latest odds, team news ...",https://www.goal.com/en-gb/news/rapid-vienna-vs-arsenal-betting-tips-latest-odds-team-news/oaudt402tgkj1rechm4lmk3i8
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Sun, 25 Oct 2020 15:00:00 +0100",Southampton vs Everton,"20,000+",Southampton v Everton: Premier League – as it happened,https://www.theguardian.com/football/live/2020/oct/25/southampton-v-everton-premier-league-live
2,"Sun, 25 Oct 2020 06:00:00 +0100",Kaduna State news,"10,000+",Kaduna State extends curfew to cover whole state,https://guardian.ng/news/kaduna-state-extends-curfew-to-cover-whole-state/
3,"Sun, 25 Oct 2020 16:00:00 +0100",Benevento vs Napoli,"2,000+",Benevento v Napoli live stream: Watch La Liga fixture online ...,https://www.squawka.com/en/benevento-napoli-live-stream-watch-serie-a-predictions/
4,"Sun, 25 Oct 2020 16:00:00 +0100",Lewis Hamilton,"2,000+",Portuguese GP: Lewis Hamilton breaks F1&#39;s all-time wins record,https://www.skysports.com/f1/news/36668/12114231/portuguese-gp-lewis-hamilton-breaks-f1s-all-time-wins-record
5,"Sun, 25 Oct 2020 18:00:00 +0100",Wolves vs Newcastle,"2,000+",Wolves vs Newcastle LIVE!,https://www.skysports.com/football/wolves-vs-newcastle/live/428896
6,"Sun, 25 Oct 2020 15:00:00 +0100",US Election 2020,"2,000+","US election 2020: Latest news on Biden, Trump and voting",https://www.cnn.com/politics/live-news/us-election-news-10-25-2020/index.html
7,"Sat, 24 Oct 2020 12:00:00 +0100",Man United vs Chelsea,"200,000+",Man United ratings: Wan-Bissaka good but Daniel James poor vs ...,https://www.manchestereveningnews.co.uk/sport/football/man-united-vs-chelsea-ratings-19160898
8,"Sat, 24 Oct 2020 19:00:00 +0100",Liverpool vs Sheffield United,"50,000+",Liverpool vs. Sheffield United - Football Match Report - October 24 ...,https://www.espn.com/soccer/report?gameId=578608
9,"Sat, 24 Oct 2020 12:00:00 +0100",West Ham vs Man City,"50,000+",Man City paid the price for not trusting their usual approach vs West ...,https://www.manchestereveningnews.co.uk/sport/football/football-news/man-city-guardiola-aguero-westham-19159506
10,"Sat, 24 Oct 2020 17:00:00 +0100",Ajax,"20,000+",Ajax thrash VVV Venlo 13-0 to break Eredivisie record,https://www.espn.com/soccer/dutch-eredivisie/story/4216558/ajax-smash-eredivisie-record-with-13-0-win-vs-venlo
11,"Sat, 24 Oct 2020 18:00:00 +0100",Khabib vs Gaethje,"20,000+",Dr Disrespect Reportedly Bet $1 Million On Nurmagomedov vs ...,https://www.essentiallysports.com/dr-disrespect-reportedly-bet-1-million-on-khabib-vs-gaethje-fight-at-ufc-254-news-esports/
12,"Sat, 24 Oct 2020 20:00:00 +0100",PSG vs Dijon,"10,000+",PSG vs. Dijon FREE LIVE STREAM (10/24/20): Watch Ligue 1 ...,https://www.nj.com/sports/2020/10/psg-vs-dijon-free-live-stream-102420-watch-ligue-1-online-time-tv-channel.html
13,"Sat, 24 Oct 2020 15:00:00 +0100",Bayern vs Eintracht Frankfurt,"10,000+","Robert Lewandowski hat-trick, plus Leroy Sane and Jamal Musiala ...",https://www.bundesliga.com/en/bundesliga/news/bayern-munich-eintracht-frankfurt-live-line-ups-stats-lewandowski-sane-neuer-13321
14,"Sat, 24 Oct 2020 10:00:00 +0100",Lekki massacre,"10,000+","LEAD Network Condemns Lekki Massacre, Demand Justice For ...",http://saharareporters.com/2020/10/25/lead-network-condemns-lekki-massacre-demand-justice-victims
15,"Sat, 24 Oct 2020 19:00:00 +0100",Arsenal vs Leicester City,"10,000+","Arsenal vs Leicester City Betting Tips: Latest odds, team news ...",https://www.goal.com/en-gb/news/arsenal-vs-leicester-city-betting-tips-latest-odds-team-news/1iyvsv5s45wmg1l0dguc2kpy4z
16,"Sat, 24 Oct 2020 17:00:00 +0100",Palliative,"10,000+",FG COVID-19 Palliative: SEMA commences distribution in 3 LGAs in ...,https://www.vanguardngr.com/2020/10/fg-covid-19-palliative-sema-commences-distribution-in-3-lgas-in-sokoto/
17,"Sat, 24 Oct 2020 16:00:00 +0100",Fulham vs Crystal Palace,"5,000+",Fulham vs. Crystal Palace - Football Match Report - October 24 ...,http://www.espn.com/soccer/report?gameId=578602
18,"Sat, 24 Oct 2020 21:00:00 +0100",Atlético Madrid vs Real Betis,"5,000+",Atletico Madrid vs. Real Betis - Football Match Report - October 24 ...,http://www.espn.com/soccer/report?gameId=582138
19,"Sat, 24 Oct 2020 19:00:00 +0100",Dortmund vs Schalke,"5,000+",Dortmund vs Schalke live stream: How to watch Bundesliga online,https://www.squawka.com/en/borussia-dortmund-vs-schalke-live-stream-watch-online-bundesliga-predictions/
20,"Sat, 24 Oct 2020 19:00:00 +0100",Drake,"5,000+",Drake announces Certified Lover Boy album release date on 34th ...,https://metro.co.uk/2020/10/25/drake-announces-certified-lover-boy-album-release-month-13476642/
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Wed, 28 Oct 2020 02:00:00 +0100",Man United vs RB Leipzig,"5,000+",How to Watch Manchester United vs. RB Leipzig,https://www.si.com/soccer/2020/10/28/manchester-united-rb-leipzig-live-stream-watch-champions-league-online-tv-channel
2,"Wed, 28 Oct 2020 19:00:00 +0100",Istanbul başakşehir vs PSG,"2,000+",Istanbul Basaksehir vs. PSG on CBS All Access: Live stream UEFA ...,https://www.cbssports.com/soccer/news/istanbul-basaksehir-vs-psg-on-cbs-all-access-live-stream-uefa-champions-league-how-to-watch-on-tv-odds/
3,"Wed, 28 Oct 2020 10:00:00 +0100",Frank Onyeka,"2,000+",Champions League: Busy Tuesday night for Nigerian players Frank ...,https://www.pulse.ng/sports/football/champions-league-busy-tuesday-night-for-nigerian-players-frank-onyeka-and-zaidu/ssv843m
4,"Wed, 28 Oct 2020 00:00:00 +0100",Birkin bag,"2,000+",Offset Shared A Hefty Receipt For Cardi B&#39;s Birkin Bags,https://www.buzzfeed.com/joyannjeffrey/offset-on-cardi-b-birkin-bags
5,"Wed, 28 Oct 2020 12:00:00 +0100",Bartomeu,"2,000+","Bartomeu Bows Out at Barcelona, Leaving Behind a Crisis and a ...",https://www.si.com/soccer/2020/10/28/bartomeu-resigns-barcelona-crisis-super-league-messi-koeman
6,"Wed, 28 Oct 2020 19:00:00 +0100",OnlyFans,"2,000+",Paige VanZant&#39;s pushy fans want to buy X-rated OnlyFans content,https://nypost.com/2020/10/28/pushy-paige-vanzant-fans-want-to-buy-x-rated-onlyfans-content/
7,"Tue, 27 Oct 2020 20:00:00 +0100",Mönchengladbach vs Real Madrid,"50,000+","Borussia Monchengladbach vs Real Madrid: Latest odds, team ...",https://www.goal.com/en/news/borussia-monchengladbach-vs-real-madrid-latest-odds-team/rradsadrlkvh1fw7nb2khuhco
8,"Tue, 27 Oct 2020 16:00:00 +0100",Okonjo-Iweala,"50,000+",Nigeria&#39;s Ngozi Okonjo-Iweala close to being announced as new ...,https://nairametrics.com/2020/10/28/breaking-nigerias-ngozi-okonjo-iweala-proposed-as-new-dg-of-wto/
9,"Tue, 27 Oct 2020 20:00:00 +0100",Liverpool vs Midtjylland,"50,000+",Liverpool 2-0 Midtjylland commentary,https://www.skysports.com/football/liverpool-vs-midtjylland/live/438970
10,"Tue, 27 Oct 2020 19:00:00 +0100",Krasnodar vs Chelsea,"20,000+","Krasnodar vs Chelsea Betting Tips: Latest odds, team news, preview ...",https://www.goal.com/en/news/krasnodar-vs-chelsea-betting-tips-latest-odds-team-news/8k9bgh1di2o31uutimiuwknae
11,"Tue, 27 Oct 2020 21:00:00 +0100",Marseille vs Man City,"20,000+",Marseille 0-3 Man City commentary,https://www.skysports.com/football/marseille-vs-man-city/live/438972
12,"Tue, 27 Oct 2020 19:00:00 +0100",Lokomotiv Moscow vs Bayern,"20,000+",Lokomotiv Moscow vs Bayern Munich: 5 Talking Points as reigning ...,https://www.sportskeeda.com/football/lokomotiv-moscow-vs-bayern-munich-5-talking-points-reigning-champions-eke-narrow-win-uefa-champions-league-2020-21
13,"Tue, 27 Oct 2020 12:00:00 +0100",Falz,"10,000+",Falz Prays For &#39;Much Better Tomorrow&#39; As He Celebrates 30th Birthday,https://www.channelstv.com/2020/10/27/falz-prays-for-much-better-tomorrow-as-he-celebrates-30th-birthday/
14,"Tue, 27 Oct 2020 22:00:00 +0100",Atlético Madrid vs rb Salzburg,"10,000+",Atlético Madrid 3-2 RB Salzburg: One-Word Player Ratings,https://www.intothecalderon.com/2020/10/27/21537080/joao-felix-luis-suarez-atletico-madrid-rb-salzburg-one-word-player-ratings
15,"Tue, 27 Oct 2020 19:00:00 +0100",Shakhtar Donetsk vs Inter Milan,"10,000+",How to Watch Shakhtar Donetsk vs. Inter Milan,https://www.si.com/soccer/2020/10/27/shakhtar-donetsk-inter-milan-live-stream-watch-champions-league-online-tv-channel
16,"Tue, 27 Oct 2020 22:00:00 +0100",Atalanta vs Ajax,"10,000+",Atalanta vs. Ajax Amsterdam - Football Match Report - October 27 ...,http://www.espn.com/soccer/report?gameId=585831
17,"Tue, 27 Oct 2020 19:00:00 +0100",Juventus vs Barcelona,"10,000+",Video: Juventus vs Barcelona - Clash of Two Titans | Goal.com,https://www.goal.com/en/news/video-juventus-vs-barcelona-clash-of-two-titans/cumosjiz0sue1cgju0ookhgma
18,"Tue, 27 Oct 2020 22:00:00 +0100",Blood of Zeus,"5,000+",Blood of Zeus season 2: Everything you need to know,https://www.digitalspy.com/tv/ustv/a34504204/blood-of-zeus-season-2-release-date-netflix/
19,"Tue, 27 Oct 2020 21:00:00 +0100",Public holiday,"5,000+",Federal Government declares Thursday October 29 public holiday ...,https://nairametrics.com/2020/10/27/just-in-federal-government-declares-thursday-october-29-public-holiday-to-mark-eidl-mawlid/
20,"Tue, 27 Oct 2020 19:00:00 +0100",Lekki Toll Gate Lagos Nigeria,"5,000+",&#39;No cover up Lekki toll gate shooting&#39; - Nigerian goment chop ...,https://www.bbc.com/pidgin/world-54715893
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Fri, 30 Oct 2020 04:00:00 +0100",Burna Boy,"10,000+",Burna Boy Channels Fury and Sorrow on New Song About Slain ...,https://www.rollingstone.com/music/music-news/burna-boy-new-song-20-10-20-lekki-massacre-nigeria-protests-1083894/
2,"Fri, 30 Oct 2020 10:00:00 +0100",Halloween,"5,000+",Should Pinterest prohibit culturally inappropriate Halloween ideas?,https://www.theguardian.com/lifeandstyle/2020/oct/30/pinterest-culturally-inappropriate-halloween-costumes
3,"Fri, 30 Oct 2020 08:00:00 +0100",Roma,"2,000+",AS Roma vs. CSKA Sofia: Europa League Match Review,https://www.chiesaditotti.com/2020/10/29/21540829/roma-cska-sofia-match-review
4,"Thu, 29 Oct 2020 11:00:00 +0100",WizKid Made In Lagos,"100,000+","WizKid Drops New Album Made In Lagos, Dedicates It to His Native ...",https://www.vulture.com/2020/10/listen-wizkid-releases-new-album-made-in-lagos-nigeria.html
5,"Thu, 29 Oct 2020 19:00:00 +0100",Arsenal vs Dundalk,"50,000+","Arsenal vs. Dundalk - Football Match Report - October 29, 2020 ...",https://www.espn.com/soccer/report?gameId=585954
6,"Thu, 29 Oct 2020 14:00:00 +0100",Desmond Elliot,"50,000+",Desmond Elliot apologises for addressing the youths as “Children”,https://nairametrics.com/2020/10/29/desmond-elliot-apologises-for-addressing-the-youths-as-children/
7,"Thu, 29 Oct 2020 19:00:00 +0100",Antwerp vs Tottenham,"20,000+","Antwerp vs Tottenham Betting Tips: Latest odds, team news, preview ...",https://www.goal.com/en/news/antwerp-vs-tottenham-betting-tips-latest-odds-team-news/1tiz2y6rvszh4115juzmbnj56m
8,"Thu, 29 Oct 2020 02:00:00 +0100",Man u,"10,000+","Chelsea v Man Utd, FA Youth Cup semi-final preview",https://www.manutd.com/en/news/detail/preview-of-man-utd-v-chelsea-fa-youth-cup-semi-final-st-georges-park
9,"Thu, 29 Oct 2020 19:00:00 +0100",AEK Athens vs Leicester City,"10,000+","AEK Athens vs Leicester City Betting Tips: Latest odds, team news ...",https://www.goal.com/en-ng/news/aek-athens-leicester-city-betting-tips-latest-odds-team-news/cetvqh5o7md71wodmtwnp5vag
10,"Thu, 29 Oct 2020 20:00:00 +0100",Fentanyl,"10,000+",INQUINTE.CA | Belleville&#39;s Bax helps to sniff out $322K in fentanyl ...,https://inquinte.ca/story/bellevilles-bax-sniffs-out-322k-in-fentanyl-cocaine-and-cash-in-kingston
11,"Thu, 29 Oct 2020 08:00:00 +0100",Eid-El-Maulud,"10,000+",Nigerians seek end to killings as Muslims mark Eid-el Maulud,https://guardian.ng/news/nigerians-seek-end-to-killings-as-muslims-mark-eid-el-maulud/
12,"Thu, 29 Oct 2020 20:00:00 +0100",Milan vs Sparta Prague,"5,000+",AC Milan vs. Sparta Prague - Football Match Report - October 29 ...,https://www.espn.com/soccer/report?gameId=585972
13,"Thu, 29 Oct 2020 18:00:00 +0100",Laycon,"5,000+","DOWNLOAD: DJ Neptune enlists Laycon, Joeboy for &#39;Nobody&#39; Icons ...",https://lifestyle.thecable.ng/download-dj-neptune-enlists-laycon-joeboy-for-nobody-icons-remix/
14,"Thu, 29 Oct 2020 01:00:00 +0100",Barca,"5,000+",&#39;That&#39;s Messi next to me!&#39; - Dest reflects on introduction to Barca ...,https://www.goal.com/en/news/thats-messi-next-to-me-dest-reflects-on-introduction-to/zxuahhrm5yq810uzao21jlaee
15,"Thu, 29 Oct 2020 22:00:00 +0100",Real Sociedad vs Napoli,"5,000+",Osimhen sees first career red in Napoli&#39;s defeat of Real Sociedad ...,https://www.goal.com/en/news/osimhen-sees-first-career-red-in-napolis-defeat-of-real/naixa64e5nte1i8nvh3tp8gky
16,"Thu, 29 Oct 2020 00:00:00 +0100",Lazio,"5,000+",Club Brugge boss Clement blames Lazio draw on Dennis and ...,https://www.goal.com/en-ng/news/club-brugge-boss-clement-blames-lazio-draw-on-dennis-and-diattas-/7ay92f6hzjaq1cvt08i7h8d2p
17,"Thu, 29 Oct 2020 11:00:00 +0100",Is today public holiday in Nigeria,"2,000+",UK High Commission reopens visa application centres in Nigeria,https://nairametrics.com/2020/10/28/uk-high-commission-reopen-visa-application-centres-in-nigeria/
18,"Wed, 28 Oct 2020 02:00:00 +0100",Man United vs RB Leipzig,"100,000+","In praise of United&#39;s marathon man, Fred",https://www.manutd.com/en/news/detail/opinion-on-fred-role-in-midfield-after-man-utd-5-rb-leipzig-0
19,"Wed, 28 Oct 2020 19:00:00 +0100",Juventus vs Barcelona,"100,000+",Hits and Misses from Juventus vs Barcelona encounter as Catalan ...,https://www.indiatvnews.com/sports/football/champions-league-hits-and-misses-juventus-vs-barcelona-catalan-giants-starts-post-barto-era-on-high-660896
20,"Wed, 28 Oct 2020 20:00:00 +0100",Chelsea,"20,000+",Burnley vs Chelsea - the stats - chance to maintain good Turf Moor ...,https://www.chelseafc.com/en/news/2020/10/30/burnley-vs-chelsea---the-stats
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Sat, 31 Oct 2020 13:00:00 +0100",Sheffield United vs Man City,"20,000+",Sheffield United vs Man City LIVE commentary and confirmed team ...,https://talksport.com/football/781996/sheffield-united-man-city-live-commentary-team-news-sergio-aguero/
2,"Sat, 31 Oct 2020 14:00:00 +0100",Sean Connery,"10,000+",Sean Connery: James Bond actor dies aged 90,https://www.bbc.com/news/entertainment-arts-54761824
3,"Sat, 31 Oct 2020 08:00:00 +0100",Burnley vs Chelsea,"5,000+",USA World Cup star Megan Rapinoe gets engaged to long-term ...,https://www.thesun.co.uk/sport/football/13042942/burnley-chelsea-live-stream-tv-channel-kick-off-time-teams-premier-league/
4,"Sat, 31 Oct 2020 02:00:00 +0100",When is Halloween,"5,000+",Rare Halloween &#39;Blue Moon&#39; is a spooky treat for us all,https://www.space.com/halloween-blue-moon-full-moon-2020
5,"Sat, 31 Oct 2020 13:00:00 +0100",Man United vs Arsenal,"2,000+",Video: ZeBet Vox Pop - Manchester City vs Arsenal | Goal.com,https://www.goal.com/en/news/video-zebet-vox-pop-manchester-united-vs-arsenal/68pct7r79nex1pb1jan6hv9gi
6,"Fri, 30 Oct 2020 04:00:00 +0100",Burna Boy,"20,000+",Another powerful new single from Burna Boy - Voice Online,https://www.voice-online.co.uk/entertainment/music/2020/10/30/another-powerful-new-single-from-burna-boy/
7,"Fri, 30 Oct 2020 21:00:00 +0100",Wolves vs Crystal Palace,"20,000+","Wolves vs Crystal Palace Betting Tips: Latest odds, team news ...",https://www.goal.com/en-gb/news/wolves-crystal-palace-betting-tips-latest-odds-team-news-preview-/1t0j0asstw52l1if7gpjx0ebzm
8,"Fri, 30 Oct 2020 10:00:00 +0100",Halloween,"10,000+",Rare Halloween &#39;Blue Moon&#39; is a spooky treat for us all,https://www.space.com/halloween-blue-moon-full-moon-2020
9,"Fri, 30 Oct 2020 19:00:00 +0100",Jaden Smith,"10,000+",New Balance Gets Sued Over Jaden Smith Collab,https://www.complex.com/sneakers/2020/10/new-balance-sued-over-jaden-smith-vision-racer-collab
10,"Fri, 30 Oct 2020 11:00:00 +0100",Wizkid  'No Stress,"5,000+",New Video: Wizkid - No Stress,https://www.bellanaija.com/2020/10/wizkid-no-stress-video/
11,"Fri, 30 Oct 2020 21:00:00 +0100",Hologram,"5,000+",People are criticizing Kanye West for giving Kim Kardashian a ...,https://www.insider.com/kim-kardashian-birthday-hologram-kanye-west-backlash-2020-10
12,"Fri, 30 Oct 2020 08:00:00 +0100",Roma,"5,000+","Roma vs Fiorentina prediction, preview, team news and more | Serie ...",https://www.sportskeeda.com/football/roma-vs-fiorentina-prediction-preview-team-news-serie-a-2020-21
13,"Fri, 30 Oct 2020 09:00:00 +0100",Fentanyl drug,"2,000+","Possible fentanyl found resembling candy in Prince Albert, Sask ...",https://globalnews.ca/news/7434325/fentanyl-candy-prince-albert-saskatchewan/
14,"Thu, 29 Oct 2020 11:00:00 +0100",Wizkid Made In Lagos,"100,000+","WizKid Drops New Album Made In Lagos, Dedicates It to His Native ...",https://www.vulture.com/2020/10/listen-wizkid-releases-new-album-made-in-lagos-nigeria.html
15,"Thu, 29 Oct 2020 19:00:00 +0100",Arsenal vs Dundalk,"50,000+","Arsenal vs. Dundalk - Football Match Report - October 29, 2020 ...",https://www.espn.com/soccer/report?gameId=585954
16,"Thu, 29 Oct 2020 14:00:00 +0100",Desmond Elliot,"50,000+",Desmond Elliot apologises for addressing the youths as “Children”,https://nairametrics.com/2020/10/29/desmond-elliot-apologises-for-addressing-the-youths-as-children/
17,"Thu, 29 Oct 2020 19:00:00 +0100",Antwerp vs Tottenham,"20,000+","Antwerp vs Tottenham Betting Tips: Latest odds, team news, preview ...",https://www.goal.com/en/news/antwerp-vs-tottenham-betting-tips-latest-odds-team-news/1tiz2y6rvszh4115juzmbnj56m
18,"Thu, 29 Oct 2020 02:00:00 +0100",Man u,"10,000+","Chelsea v Man Utd, FA Youth Cup semi-final preview",https://www.manutd.com/en/news/detail/preview-of-man-utd-v-chelsea-fa-youth-cup-semi-final-st-georges-park
19,"Thu, 29 Oct 2020 19:00:00 +0100",AEK Athens vs Leicester City,"10,000+","AEK Athens vs Leicester City Betting Tips: Latest odds, team news ...",https://www.goal.com/en-gb/news/aek-athens-leicester-city-betting-tips-latest-odds-team-news/cetvqh5o7md71wodmtwnp5vag
20,"Thu, 29 Oct 2020 20:00:00 +0100",Fentanyl,"10,000+","Possible fentanyl found resembling candy in Prince Albert, Sask ...",https://globalnews.ca/news/7434325/fentanyl-candy-prince-albert-saskatchewan/
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Mon, 02 Nov 2020 00:00:00 +0100",US Election date,"2,000+","Biden, Trump campaigns enter final sprint: US elections news",https://www.aljazeera.com/news/2020/11/1/biden-trump-campaigns-enter-final-sprint-us-election-live-news
2,"Sun, 01 Nov 2020 15:00:00 +0100",Spezia vs Juventus,"20,000+",Spezia vs Juventus live stream: Watch Serie A online,https://www.squawka.com/en/spezia-v-juventus-live-stream-watch-serie-a-predictions/
3,"Sun, 01 Nov 2020 20:00:00 +0100",Tottenham vs Brighton,"20,000+",Tottenham vs Brighton and Hove Albion Betting Tips: Latest odds ...,https://www.goal.com/en/news/tottenham-vs-brighton-and-hove-albion-betting-tips-latest/qc10rmiiqc3c1v115wo2hcrbn
4,"Sun, 01 Nov 2020 13:00:00 +0100",Aston Villa vs Southampton,"10,000+",Pierre-Emerick Aubameyang ends five-game drought to hand ...,https://www.thesun.co.uk/sport/football/13065828/aston-villa-southampton-live-stream-score-tv-channel-time-premier-league/
5,"Sun, 01 Nov 2020 14:00:00 +0100",Newcastle vs Everton,"10,000+",Newcastle 2-1 Everton highlights,https://www.skysports.com/football/newcastle-vs-everton/live/428903
6,"Sun, 01 Nov 2020 17:00:00 +0100",Juventus,"10,000+",Cristiano Ronaldo Scores Brilliant Brace On His Juventus Return,https://www.sportbible.com/football/news-cristiano-ronaldo-scores-three-minutes-after-being-subbed-on-for-juve-20201101
7,"Sun, 01 Nov 2020 00:00:00 +0100",November,"10,000+",November outlook: Expect big temperature swings but near-normal ...,https://www.washingtonpost.com/weather/2020/11/01/november-outlook-expect-big-temperature-swings-near-normal-conditions-overall/
8,"Sun, 01 Nov 2020 13:00:00 +0100",Udinese vs Milan,"5,000+",Udinese vs AC Milan live stream: How to watch Serie A online,https://www.squawka.com/en/udinese-v-ac-milan-live-stream-watch-online-serie-a-predictions/
9,"Sun, 01 Nov 2020 04:00:00 +0100",Canada immigration,"5,000+",Canada to receive over 1.2 million immigrants in next 3 years,https://nairametrics.com/2020/10/31/canada-to-receive-over-1-2-million-immigrants-in-next-3-years/
10,"Sun, 01 Nov 2020 19:00:00 +0100",Napoli vs Sassuolo,"5,000+",Napoli vs Sassuolo live stream: Watch Serie A online,https://www.squawka.com/en/napoli-v-sassuolo-live-stream-watch-serie-a-predictions/
11,"Sun, 01 Nov 2020 14:00:00 +0100",AC Milan,"2,000+",Zlatan Ibrahimovic scores brilliant winner in Udinese 1-2 AC Milan,https://www.givemesport.com/1612716-zlatan-ibrahimovic-scores-brilliant-winner-in-udinese-12-ac-milan
12,"Sun, 01 Nov 2020 04:00:00 +0100",Halloween Day,"2,000+",Aubrey O&#39;Day goes all out for Halloween and shows some skin as ...,https://www.dailymail.co.uk/tvshowbiz/article-8901395/Aubrey-ODay-goes-Halloween-shows-skin-replicates-Cardi-Bs-WAP-outfit.html
13,"Sun, 01 Nov 2020 14:00:00 +0100",Usyk vs Chisora,"2,000+",Usyk vs Chisora: Book and watch the repeat of Oleksandr Usyk&#39;s ...,https://www.skysports.com/boxing/news/12183/12119938/usyk-vs-chisora-book-and-watch-the-repeat-of-oleksandr-usyks-clash-with-derek-chisora
14,"Sat, 31 Oct 2020 13:00:00 +0100",Man United vs Arsenal,"200,000+","Manchester United v Arsenal Match Report, 01/11/20, Premier ...",https://www.goal.com/en-in/match/manchester-united-v-arsenal/report/8b1215w5hssubkoyv0k049udw
15,"Sat, 31 Oct 2020 08:00:00 +0100",Burnley vs Chelsea,"100,000+",Confirmed Teams: Burnley vs Chelsea | Premier League,https://www.si.com/soccer/chelsea/match-coverage/confirmed-teams-burnley-vs-chelsea-premier-league-311020
16,"Sat, 31 Oct 2020 17:00:00 +0100",Liverpool vs West Ham,"100,000+",Nat Phillips&#39; individual highlights during Liverpool vs West Ham ...,https://www.givemesport.com/1612707-nat-phillips-individual-highlights-during-liverpool-vs-west-ham-have-emerged
17,"Sat, 31 Oct 2020 21:00:00 +0100",Alavés vs Barcelona,"100,000+",Lionel Messi Kicks Ball Towards Referee In Rage During Alaves Vs ...,https://www.sportbible.com/football/football-news-reactions-legends-foul-play-lionel-messi-kicks-ball-towards-referee-in-rage-during-alaves-vs-barca-20201101
18,"Sat, 31 Oct 2020 14:00:00 +0100",Sean Connery,"50,000+","Sean Connery, Who Embodied James Bond and More, Dies at 90",https://www.nytimes.com/2020/10/31/movies/sean-connery-dead.html
19,"Sat, 31 Oct 2020 14:00:00 +0100",Real Madrid vs Huesca,"50,000+","Real Madrid vs Huesca Betting Tips: Latest odds, team news ...",https://www.goal.com/en/news/real-madrid-vs-huesca-betting-tips-latest-odds-team-news-preview-/25flqu1i7lic1ohc0uipfz1ex
20,"Sat, 31 Oct 2020 13:00:00 +0100",Sheffield United vs Man City,"20,000+",Sheffield United vs Man City LIVE commentary and confirmed team ...,https://talksport.com/football/781996/sheffield-united-man-city-live-commentary-team-news-sergio-aguero/
S_NO,DATE,KEYWORD,COUNT,TITLE,LINK
1,"Mon, 02 Nov 2020 11:00:00 +0100",WAEC result 2020,"200,000+","WAEC to release 2020 SSCE results on Monday, November 2",https://nairametrics.com/2020/11/01/just-in-waec-to-release-2020-ssce-results-on-monday-november-2/
2,"Mon, 02 Nov 2020 00:00:00 +0100",US Election date,"20,000+",US Election 2020: What time will we know the results in the UK and ...,https://www.manchestereveningnews.co.uk/news/world-news/election-2020-what-time-know-19155510
3,"Mon, 02 Nov 2020 14:00:00 +0100",Tiwa Savage,"5,000+",Attempting suicide twice and other things Tiwa Savage said in her ...,https://www.pulse.ng/entertainment/celebrities/attempting-suicide-twice-and-other-things-tiwa-savage-said-in-her-new-interview-with/0gw0kcf
4,"Mon, 02 Nov 2020 11:00:00 +0100",Rahama Sadau,"5,000+",Nollywood actress Rahama Sadau spark &#39;controversy&#39; with dress ...,https://www.bbc.com/pidgin/tori-54776034
5,"Mon, 02 Nov 2020 08:00:00 +0100",All Souls' Day,"5,000+","What is All Soul&#39;s Day? The holiday, explained",https://ftw.usatoday.com/2020/11/what-is-all-souls-day-explained
6,"Mon, 02 Nov 2020 07:00:00 +0100",Reno Omokri,"2,000+",Shehu Sani reacts to Reno Omokri&#39;s one-on-one fight with Buratai,https://www.pmnewsnigeria.com/2020/11/02/shehu-sani-reacts-to-reno-omokris-one-on-one-fight-with-buratai/
7,"Mon, 02 Nov 2020 17:00:00 +0100",Napoli,"2,000+",Koulibaly: Senegal defender frustrated Napoli didn&#39;t take their ...,https://www.goal.com/en/news/koulibaly-senegal-defender-frustrated-napoli-didnt-take/qe6uleabf7sn1q3yp2tpwovim
